                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    933,                 1.1663,                0.62627,                 1.1882,                    0.5,                0.32432,                0.39887,                0.16711,                 2.5845,                 2.2086,                 2.1193,              0.0010691,              0.0010691,              0.0010691
                    934,                 1.0768,                0.61093,                 1.1581,                    0.5,                0.32432,                0.39887,                0.16711,                 2.5845,                 2.2086,                 2.1193,              0.0010681,              0.0010681,              0.0010681
                    935,                 1.2569,                0.66562,                 1.2309,                    0.5,                0.31532,                 0.3929,                0.16889,                 2.5685,                 2.2044,                 2.1171,              0.0010671,              0.0010671,              0.0010671
                    936,                 1.2322,                0.67946,                  1.222,                0.51429,                0.32432,                0.39553,                0.17761,                 2.5279,                 2.1642,                 2.0933,              0.0010661,              0.0010661,              0.0010661
                    937,                 1.1797,                0.62854,                 1.2317,                0.49275,                0.30631,                0.36698,                0.18456,                  2.507,                 2.1455,                 2.0818,              0.0010651,              0.0010651,              0.0010651
                    938,                 1.1305,                0.61386,                 1.1769,                0.49275,                0.30631,                0.36698,                0.18456,                  2.507,                 2.1455,                 2.0818,              0.0010641,              0.0010641,              0.0010641
                    939,                 1.2455,                0.65061,                 1.2633,                0.52174,                0.32432,                0.38485,                0.18627,                 2.4947,                  2.132,                 2.0619,              0.0010631,              0.0010631,              0.0010631
                    940,                  1.195,                0.69737,                 1.2275,                0.50704,                0.32432,                 0.3834,                0.18227,                 2.5047,                 2.1391,                 2.0556,              0.0010621,              0.0010621,              0.0010621
                    941,                 1.1214,                0.64724,                 1.2031,                0.48571,                0.30631,                 0.3724,                0.17353,                 2.5103,                 2.1237,                 2.0429,              0.0010611,              0.0010611,              0.0010611
                    942,                 1.1846,                0.65464,                 1.1854,                0.48571,                0.30631,                 0.3724,                0.17353,                 2.5103,                 2.1237,                 2.0429,              0.0010601,              0.0010601,              0.0010601
                    943,                 1.1411,                0.68588,                  1.168,                   0.48,                0.32432,                0.37511,                0.16394,                 2.5134,                 2.1527,                 2.0483,              0.0010591,              0.0010591,              0.0010591
                    944,                 1.1266,                0.66727,                 1.1637,                   0.48,                0.32432,                0.37796,                0.16204,                  2.517,                 2.1771,                 2.0582,              0.0010581,              0.0010581,              0.0010581
                    945,                 1.1642,                0.69994,                 1.2086,                0.48568,                0.31532,                 0.3754,                0.15888,                 2.5048,                 2.1672,                 2.0617,              0.0010571,              0.0010571,              0.0010571
                    946,                 1.0731,                0.61689,                 1.1593,                0.48568,                0.31532,                 0.3754,                0.15888,                 2.5048,                 2.1672,                 2.0617,              0.0010561,              0.0010561,              0.0010561
                    947,                 1.1355,                0.68394,                 1.2232,                0.47063,                0.32432,                0.37576,                 0.1603,                 2.5003,                 2.1483,                  2.074,              0.0010551,              0.0010551,              0.0010551
                    948,                 1.1359,                0.66186,                 1.1622,                0.45238,                0.34234,                0.38098,                0.16844,                 2.4869,                 2.1307,                 2.0712,              0.0010541,              0.0010541,              0.0010541
                    949,                 1.0958,                0.63537,                 1.1565,                0.45882,                0.35135,                0.39329,                0.18122,                 2.4734,                 2.1149,                 2.0678,              0.0010531,              0.0010531,              0.0010531
                    950,                 1.1494,                0.63459,                 1.1566,                0.45882,                0.35135,                0.39329,                0.18122,                 2.4734,                 2.1149,                 2.0678,              0.0010521,              0.0010521,              0.0010521
                    951,                 1.0905,                0.62744,                 1.1732,                0.46988,                0.35135,                0.40076,                0.18348,                 2.4595,                 2.1235,                 2.0692,              0.0010511,              0.0010511,              0.0010511
                    952,                 1.1488,                0.62645,                 1.2227,                0.46917,                0.35135,                0.39847,                0.18416,                  2.469,                 2.1249,                 2.0931,              0.0010501,              0.0010501,              0.0010501
                    953,                 1.1035,                0.62675,                 1.1924,                  0.475,                0.34234,                0.39879,                0.18054,                 2.4782,                 2.1308,                  2.109,              0.0010491,              0.0010491,              0.0010491
                    954,                 1.0607,                0.61033,                 1.1609,                  0.475,                0.34234,                0.39879,                0.18054,                 2.4782,                 2.1308,                  2.109,              0.0010481,              0.0010481,              0.0010481
                    955,                 1.0633,                0.59156,                  1.147,                0.46154,                0.32432,                0.37005,                0.17176,                 2.4935,                 2.1507,                  2.123,              0.0010471,              0.0010471,              0.0010471
                    956,                 1.1495,                0.67659,                 1.1921,                0.46753,                0.32432,                0.36946,                0.17348,                 2.5029,                 2.1508,                 2.1302,              0.0010461,              0.0010461,              0.0010461
                    957,                 1.1001,                0.61992,                 1.1714,                0.47795,                 0.2973,                0.35807,                0.17025,                 2.5016,                 2.1795,                 2.1161,              0.0010451,              0.0010451,              0.0010451
                    958,                 1.0566,                0.58808,                 1.1486,                0.47795,                 0.2973,                0.35807,                0.17025,                 2.5016,                 2.1795,                 2.1161,              0.0010441,              0.0010441,              0.0010441
                    959,                 1.1243,                0.63288,                 1.1793,                0.50779,                0.31532,                0.36015,                0.16963,                 2.4962,                  2.181,                 2.1049,              0.0010431,              0.0010431,              0.0010431
                    960,                 1.1304,                0.61236,                 1.2091,                0.51701,                0.31532,                0.35178,                0.16508,                 2.4921,                 2.2025,                 2.0995,              0.0010421,              0.0010421,              0.0010421
                    961,                 1.0943,                0.59024,                  1.163,                0.50971,                0.31532,                 0.3614,                0.17201,                 2.4972,                 2.2263,                 2.0972,              0.0010411,              0.0010411,              0.0010411
                    962,                 1.1496,                0.62974,                 1.1795,                0.50971,                0.31532,                 0.3614,                0.17201,                 2.4972,                 2.2263,                 2.0972,              0.0010401,              0.0010401,              0.0010401
                    963,                 1.1439,                0.62212,                 1.1688,                0.51354,                0.31532,                0.36058,                0.17072,                  2.486,                 2.2214,                 2.0882,              0.0010391,              0.0010391,              0.0010391
                    964,                 1.0566,                0.60232,                 1.1636,                0.46341,                0.34234,                0.37176,                0.17545,                 2.4913,                 2.2325,                  2.089,              0.0010381,              0.0010381,              0.0010381
                    965,                 1.1021,                0.60105,                 1.1482,                0.46733,                0.32432,                0.37064,                0.17315,                 2.4772,                 2.2094,                  2.077,              0.0010371,              0.0010371,              0.0010371
                    966,                  1.106,                0.61914,                 1.1739,                0.46733,                0.32432,                0.37064,                0.17315,                 2.4772,                 2.2094,                  2.077,              0.0010361,              0.0010361,              0.0010361
                    967,                 1.1117,                0.61975,                 1.1413,                 0.4557,                0.32432,                0.36963,                0.17754,                 2.4619,                 2.2182,                 2.0545,              0.0010351,              0.0010351,              0.0010351
                    968,                 1.1169,                0.58187,                 1.1478,                0.46914,                0.34234,                0.38159,                0.18358,                 2.4378,                 2.2286,                 2.0303,              0.0010341,              0.0010341,              0.0010341
                    969,                 1.1696,                 0.6576,                 1.2131,                0.48148,                0.35135,                0.40207,                0.18949,                 2.4102,                 2.2019,                 1.9986,              0.0010331,              0.0010331,              0.0010331
                    970,                  1.068,                0.58704,                 1.1565,                0.48148,                0.35135,                0.40207,                0.18949,                 2.4102,                 2.2019,                 1.9986,              0.0010321,              0.0010321,              0.0010321
                    971,                 1.1088,                0.66319,                 1.1762,                  0.475,                0.34234,                0.39321,                0.18759,                 2.4226,                 2.1934,                 2.0117,              0.0010311,              0.0010311,              0.0010311
                    972,                 1.0357,                0.60952,                 1.1581,                0.51663,                0.31532,                 0.3857,                 0.1868,                 2.4304,                 2.2079,                 1.9937,              0.0010301,              0.0010301,              0.0010301
                    973,                 1.0356,                0.57376,                 1.1596,                0.50685,                0.33333,                0.39529,                 0.1827,                 2.4363,                 2.2252,                 1.9782,              0.0010291,              0.0010291,              0.0010291
                    974,                 1.1093,                0.61484,                 1.1619,                0.50685,                0.33333,                0.39529,                 0.1827,                 2.4363,                 2.2252,                 1.9782,              0.0010281,              0.0010281,              0.0010281
                    975,                 1.0474,                 0.6169,                 1.1202,                0.48611,                0.31532,                0.38102,                0.17305,                 2.4706,                 2.2677,                 1.9937,              0.0010271,              0.0010271,              0.0010271
                    976,                  1.194,                 0.6786,                 1.2193,                0.49632,                 0.2973,                0.38022,                0.17216,                 2.4999,                  2.297,                  2.029,              0.0010261,              0.0010261,              0.0010261
                    977,                 1.1172,                0.62666,                 1.2028,                0.45812,                0.27027,                0.36118,                0.16616,                 2.4899,                 2.3058,                 2.0361,              0.0010251,              0.0010251,              0.0010251
                    978,                 1.0717,                0.59794,                  1.131,                0.45812,                0.27027,                0.36118,                0.16616,                 2.4899,                 2.3058,                 2.0361,              0.0010241,              0.0010241,              0.0010241
                    979,                 1.0968,                0.66967,                 1.1632,                0.46269,                0.27928,                0.37086,                 0.1723,                 2.5346,                  2.298,                 2.0922,              0.0010231,              0.0010231,              0.0010231
                    980,                 1.0661,                0.58862,                 1.1354,                0.52381,                 0.2973,                0.40708,                0.18147,                 2.5642,                 2.3234,                 2.1292,              0.0010221,              0.0010221,              0.0010221
                    981,                 1.1696,                0.63232,                 1.2159,                0.56897,                 0.2973,                0.42572,                0.19079,                  2.582,                 2.3255,                 2.1557,              0.0010211,              0.0010211,              0.0010211
                    982,                 1.0905,                0.61516,                 1.1705,                0.56897,                 0.2973,                0.42572,                0.19079,                  2.582,                 2.3255,                 2.1557,              0.0010201,              0.0010201,              0.0010201
                    983,                 1.1616,                0.65338,                 1.1876,                0.53571,                0.27027,                0.40002,                0.18799,                 2.5889,                 2.3265,                 2.1665,              0.0010191,              0.0010191,              0.0010191
                    984,                 1.0924,                0.57104,                 1.1981,                0.57143,                0.28829,                0.42609,                0.18996,                  2.593,                 2.3283,                 2.1845,              0.0010181,              0.0010181,              0.0010181
                    985,                 1.1169,                0.65003,                 1.1546,                0.57895,                 0.2973,                0.42767,                0.19317,                 2.5997,                 2.3614,                 2.1859,              0.0010171,              0.0010171,              0.0010171
                    986,                 1.0701,                0.59945,                 1.1277,                0.57895,                 0.2973,                0.42767,                0.19317,                 2.5997,                 2.3614,                 2.1859,              0.0010161,              0.0010161,              0.0010161
                    987,                 1.0611,                0.62004,                 1.1385,                0.54545,                0.27027,                0.39678,                0.18917,                 2.6002,                 2.4224,                 2.1777,              0.0010151,              0.0010151,              0.0010151
                    988,                0.98861,                0.54678,                  1.088,                0.53704,                0.26126,                0.39104,                0.18144,                 2.6048,                 2.4692,                 2.1619,              0.0010141,              0.0010141,              0.0010141
                    989,                 1.1381,                0.60465,                 1.1931,                0.53704,                0.26126,                0.39353,                0.17371,                 2.6109,                 2.5127,                 2.1555,              0.0010131,              0.0010131,              0.0010131
                    990,                 1.0885,                0.59832,                 1.1281,                0.53704,                0.26126,                0.39353,                0.17371,                 2.6109,                 2.5127,                 2.1555,              0.0010121,              0.0010121,              0.0010121
                    991,                 1.0967,                0.58852,                  1.137,                0.50943,                0.24324,                0.36908,                0.16556,                 2.6193,                  2.515,                  2.159,              0.0010111,              0.0010111,              0.0010111
                    992,                 1.1312,                0.63966,                 1.1543,                0.53911,                0.24324,                0.37342,                 0.1671,                 2.6328,                 2.4957,                 2.1842,              0.0010101,              0.0010101,              0.0010101
                    993,                 1.1094,                0.66731,                 1.1854,                0.53571,                0.27027,                0.40473,                0.17805,                  2.643,                 2.4382,                 2.2063,              0.0010091,              0.0010091,              0.0010091
                    994,                 1.1381,                0.63108,                 1.1462,                0.53571,                0.27027,                0.40473,                0.17805,                  2.643,                 2.4382,                 2.2063,              0.0010081,              0.0010081,              0.0010081
                    995,                 1.0595,                0.58037,                 1.1294,                0.52542,                0.27928,                0.39875,                0.17588,                 2.6631,                 2.3886,                 2.2358,              0.0010071,              0.0010071,              0.0010071
                    996,                 1.0885,                0.60381,                 1.2055,                    0.5,                0.28829,                0.38934,                0.16932,                 2.6463,                 2.3697,                 2.2234,              0.0010061,              0.0010061,              0.0010061
                    997,                 1.1169,                0.62394,                 1.1647,                0.50746,                0.30631,                0.39591,                0.16944,                 2.6413,                 2.3161,                  2.229,              0.0010051,              0.0010051,              0.0010051
                    998,                 1.1908,                0.62795,                 1.2264,                0.50746,                0.30631,                0.39591,                0.16944,                 2.6413,                 2.3161,                  2.229,              0.0010041,              0.0010041,              0.0010041
                    999,                 1.0844,                 0.6176,                 1.1669,                0.49315,                0.32432,                0.39952,                0.16949,                 2.6451,                 2.2646,                 2.2486,              0.0010031,              0.0010031,              0.0010031
                   1000,                 1.1132,                0.62229,                 1.1866,                0.50667,                0.34234,                 0.4162,                0.17474,                 2.6234,                 2.2342,                 2.2258,              0.0010021,              0.0010021,              0.0010021
                   1001,                 1.1239,                0.64243,                 1.2354,                0.53002,                0.34234,                0.41349,                 0.1761,                 2.6005,                 2.2082,                 2.2163,              0.0010011,              0.0010011,              0.0010011
                   1002,                 1.0559,                0.56127,                 1.1557,                0.53002,                0.34234,                0.41349,                 0.1761,                 2.6005,                 2.2082,                 2.2163,              0.0010001,              0.0010001,              0.0010001
                   1003,                 1.0943,                0.59408,                 1.1611,                0.53178,                0.33333,                0.38884,                0.17491,                 2.5906,                 2.2042,                 2.2007,              0.0009991,              0.0009991,              0.0009991
                   1004,                 1.0676,                0.58322,                 1.1032,                0.52699,                0.34234,                0.41426,                0.17182,                  2.594,                 2.1938,                 2.1861,              0.0009981,              0.0009981,              0.0009981
                   1005,                 1.0966,                0.62835,                 1.1838,                0.51351,                0.34234,                0.41065,                0.16639,                 2.6026,                 2.1639,                 2.1777,              0.0009971,              0.0009971,              0.0009971
                   1006,                 1.0578,                0.60532,                 1.1572,                0.51351,                0.34234,                0.41065,                0.16639,                 2.6026,                 2.1639,                 2.1777,              0.0009961,              0.0009961,              0.0009961
                   1007,                 1.1379,                 0.6567,                 1.1896,                0.54665,                0.30631,                0.40305,                0.16254,                 2.6136,                 2.1434,                 2.1808,              0.0009951,              0.0009951,              0.0009951
                   1008,                 1.1334,                0.63708,                  1.207,                    0.5,                0.33333,                0.40133,                 0.1612,                 2.6168,                 2.1487,                   2.17,              0.0009941,              0.0009941,              0.0009941
                   1009,                 1.0939,                0.63235,                  1.161,                0.49164,                0.33333,                0.39327,                0.16332,                 2.6201,                 2.1321,                  2.169,              0.0009931,              0.0009931,              0.0009931
                   1010,                 1.1059,                0.60668,                 1.1907,                0.49164,                0.33333,                0.39327,                0.16332,                 2.6201,                 2.1321,                  2.169,              0.0009921,              0.0009921,              0.0009921
                   1011,                 1.1011,                0.61728,                 1.1864,                0.50633,                0.36036,                0.41646,                0.16297,                 2.6236,                 2.1221,                 2.1685,              0.0009911,              0.0009911,              0.0009911
                   1012,                 1.1652,                0.63441,                 1.1781,                0.49398,                0.36937,                0.42294,                0.16402,                 2.6396,                  2.106,                 2.1878,              0.0009901,              0.0009901,              0.0009901
                   1013,                 1.0973,                0.61812,                 1.1555,                0.51271,                0.38739,                0.42955,                0.15913,                 2.6371,                 2.1079,                 2.1925,              0.0009891,              0.0009891,              0.0009891
                   1014,                  1.123,                0.63164,                 1.1737,                0.51271,                0.38739,                0.42955,                0.15913,                 2.6371,                 2.1079,                 2.1925,              0.0009881,              0.0009881,              0.0009881
                   1015,                 1.1716,                0.64142,                 1.2179,                0.48387,                0.40541,                0.43856,                0.16199,                 2.6403,                 2.0988,                  2.206,              0.0009871,              0.0009871,              0.0009871
                   1016,                 1.1689,                0.67681,                 1.1984,                0.53532,                0.38739,                0.43498,                0.15681,                 2.6473,                 2.1185,                 2.2211,              0.0009861,              0.0009861,              0.0009861
                   1017,                 1.1098,                0.61523,                  1.157,                0.53129,                0.36937,                0.41612,                0.14841,                 2.6597,                 2.1546,                 2.2275,              0.0009851,              0.0009851,              0.0009851
                   1018,                 1.0841,                0.59806,                 1.1644,                0.53129,                0.36937,                0.41612,                0.14841,                 2.6597,                 2.1546,                 2.2275,              0.0009841,              0.0009841,              0.0009841
                   1019,                 1.1499,                0.65776,                 1.1824,                0.51763,                0.37838,                0.41738,                0.14536,                 2.6696,                 2.2061,                 2.2365,              0.0009831,              0.0009831,              0.0009831
                   1020,                 1.1803,                0.65591,                 1.1689,                0.53391,                0.36036,                 0.4057,                0.14366,                 2.6664,                 2.2365,                 2.2353,              0.0009821,              0.0009821,              0.0009821
                   1021,                 1.1459,                0.57005,                   1.18,                0.54341,                0.37838,                0.41639,                 0.1421,                 2.6477,                 2.2633,                 2.2291,              0.0009811,              0.0009811,              0.0009811
                   1022,                 1.0632,                0.59204,                 1.1337,                0.54341,                0.37838,                0.41639,                 0.1421,                 2.6477,                 2.2633,                 2.2291,              0.0009801,              0.0009801,              0.0009801
                   1023,                  1.128,                0.65327,                 1.2129,                0.54395,                0.37838,                 0.4202,                0.14632,                  2.625,                 2.2915,                 2.2069,              0.0009791,              0.0009791,              0.0009791
                   1024,                0.99475,                 0.5469,                  1.101,                0.50297,                0.35135,                0.39084,                0.14486,                 2.6262,                 2.3039,                 2.2014,              0.0009781,              0.0009781,              0.0009781
                   1025,                 1.0485,                0.59198,                 1.1549,                0.46081,                0.35135,                0.38806,                0.14683,                 2.6207,                 2.3188,                 2.1991,              0.0009771,              0.0009771,              0.0009771
                   1026,                  1.158,                0.70846,                 1.2074,                0.46081,                0.35135,                0.38806,                0.14683,                 2.6207,                 2.3188,                 2.1991,              0.0009761,              0.0009761,              0.0009761
                   1027,                 1.0205,                0.55675,                 1.1155,                 0.4382,                0.35135,                0.38867,                0.14904,                 2.6088,                 2.3401,                 2.1872,              0.0009751,              0.0009751,              0.0009751
                   1028,                 1.0533,                0.59055,                  1.147,                0.45882,                0.35135,                 0.3911,                 0.1506,                  2.614,                 2.3515,                 2.1948,              0.0009741,              0.0009741,              0.0009741
                   1029,                 1.0484,                0.57817,                 1.1408,                0.45882,                0.35135,                 0.3852,                0.15229,                 2.6269,                 2.3615,                 2.2109,              0.0009731,              0.0009731,              0.0009731
                   1030,                 1.1473,                0.58374,                 1.1679,                0.45882,                0.35135,                 0.3852,                0.15229,                 2.6269,                 2.3615,                 2.2109,              0.0009721,              0.0009721,              0.0009721
                   1031,                 1.2741,                0.69552,                 1.2396,                0.44578,                0.33333,                0.36648,                0.14282,                 2.6318,                  2.384,                 2.2176,              0.0009711,              0.0009711,              0.0009711
                   1032,                 1.0786,                0.58366,                 1.1434,                0.47452,                0.33333,                0.38121,                0.14435,                 2.6269,                 2.3812,                  2.212,              0.0009701,              0.0009701,              0.0009701
                   1033,                 1.1138,                0.58933,                 1.1911,                0.46835,                0.33333,                0.38401,                0.14981,                 2.6179,                 2.3451,                 2.2113,              0.0009691,              0.0009691,              0.0009691
                   1034,                 1.1452,                0.61136,                 1.1792,                0.46835,                0.33333,                0.38401,                0.14981,                 2.6179,                 2.3451,                 2.2113,              0.0009681,              0.0009681,              0.0009681
                   1035,                 1.1124,                 0.5995,                 1.1609,                0.51109,                0.32432,                0.38781,                0.15255,                  2.592,                 2.3281,                 2.1841,              0.0009671,              0.0009671,              0.0009671
                   1036,                 1.0419,                0.59998,                 1.1505,                0.48193,                0.36036,                0.39973,                0.16062,                 2.5726,                 2.3035,                 2.1561,              0.0009661,              0.0009661,              0.0009661
                   1037,                 1.1405,                0.63153,                  1.212,                0.50519,                0.33333,                0.38923,                0.16295,                 2.5661,                 2.2769,                 2.1259,              0.0009651,              0.0009651,              0.0009651
                   1038,                  1.106,                0.59503,                 1.1509,                0.50519,                0.33333,                0.38923,                0.16295,                 2.5661,                 2.2769,                 2.1259,              0.0009641,              0.0009641,              0.0009641
                   1039,                  1.091,                0.58816,                 1.1799,                0.50002,                0.34234,                0.39403,                0.16536,                  2.572,                 2.2672,                 2.1222,              0.0009631,              0.0009631,              0.0009631
                   1040,                 1.1135,                0.59146,                 1.1207,                 0.4875,                0.35135,                0.38845,                0.16207,                 2.5795,                  2.302,                 2.1242,              0.0009621,              0.0009621,              0.0009621
                   1041,                 1.0457,                0.57178,                 1.1373,                0.48052,                0.33333,                0.38461,                0.15568,                 2.5813,                 2.2804,                  2.114,              0.0009611,              0.0009611,              0.0009611
                   1042,                 1.0927,                0.58521,                 1.1769,                0.48052,                0.33333,                0.38461,                0.15568,                 2.5813,                 2.2804,                  2.114,              0.0009601,              0.0009601,              0.0009601
                   1043,                  1.182,                 0.6306,                 1.1858,                    0.5,                0.34234,                0.40071,                0.15123,                 2.5864,                 2.2961,                 2.1069,              0.0009591,              0.0009591,              0.0009591
                   1044,                 1.0975,                0.65912,                 1.1675,                 0.4919,                0.34234,                0.40154,                0.15444,                 2.5806,                  2.308,                 2.1016,              0.0009581,              0.0009581,              0.0009581
                   1045,                 1.0507,                0.59038,                 1.1555,                0.49412,                0.37838,                0.41442,                0.15614,                 2.5613,                 2.3028,                 2.0837,              0.0009571,              0.0009571,              0.0009571
                   1046,                 1.0744,                0.61742,                 1.1835,                0.49412,                0.37838,                0.41442,                0.15614,                 2.5613,                 2.3028,                 2.0837,              0.0009561,              0.0009561,              0.0009561
                   1047,                 1.1416,                0.62576,                 1.1591,                 0.5119,                0.38739,                0.42898,                0.16155,                 2.5499,                 2.3017,                 2.0709,              0.0009551,              0.0009551,              0.0009551
                   1048,                 1.0249,                0.56587,                 1.1447,                0.49398,                0.36937,                0.42199,                0.16631,                  2.543,                 2.2837,                 2.0688,              0.0009541,              0.0009541,              0.0009541
                   1049,                 1.0567,                0.58846,                 1.1308,                0.49398,                0.36937,                0.42693,                0.16468,                 2.5458,                 2.2446,                 2.0799,              0.0009531,              0.0009531,              0.0009531
                   1050,                 1.1805,                0.63834,                 1.1912,                0.49398,                0.36937,                0.42693,                0.16468,                 2.5458,                 2.2446,                 2.0799,              0.0009521,              0.0009521,              0.0009521
                   1051,                 1.0279,                0.57422,                 1.1164,                0.55669,                0.32432,                0.41798,                0.16101,                 2.5493,                 2.2166,                 2.1086,              0.0009511,              0.0009511,              0.0009511
                   1052,                 1.1786,                0.61102,                 1.1973,                0.54434,                0.34234,                0.42196,                0.16416,                 2.5524,                  2.197,                 2.1323,             0.00095011,             0.00095011,             0.00095011
                   1053,                 1.0051,                0.55803,                 1.1122,                0.53937,                0.32432,                0.40514,                0.16277,                  2.558,                 2.2334,                 2.1382,             0.00094911,             0.00094911,             0.00094911
                   1054,                 1.1396,                0.68295,                 1.1812,                0.53937,                0.32432,                0.40514,                0.16277,                  2.558,                 2.2334,                 2.1382,             0.00094811,             0.00094811,             0.00094811
                   1055,                 1.0593,                0.56977,                 1.1386,                0.55775,                0.27928,                0.38512,                0.15492,                 2.5636,                 2.2338,                   2.13,             0.00094711,             0.00094711,             0.00094711
                   1056,                  1.081,                0.63692,                 1.1459,                0.49662,                 0.2973,                0.37464,                0.15713,                 2.5657,                 2.2463,                 2.1362,             0.00094611,             0.00094611,             0.00094611
                   1057,                 1.0137,                0.57731,                 1.1313,                0.53321,                0.30631,                0.39667,                0.16119,                 2.5704,                  2.253,                 2.1377,             0.00094511,             0.00094511,             0.00094511
                   1058,                 1.0895,                0.60928,                   1.17,                0.53321,                0.30631,                0.39667,                0.16119,                 2.5704,                  2.253,                 2.1377,             0.00094411,             0.00094411,             0.00094411
                   1059,                 1.1009,                0.66306,                 1.1838,                0.51734,                 0.3187,                0.38935,                0.15725,                 2.5747,                 2.2351,                 2.1483,             0.00094311,             0.00094311,             0.00094311
                   1060,                 1.0423,                0.53861,                  1.114,                0.49486,                0.32432,                0.39335,                0.15799,                  2.576,                  2.209,                 2.1463,             0.00094211,             0.00094211,             0.00094211
                   1061,                 1.1183,                0.61683,                 1.1832,                0.46988,                0.35135,                 0.4203,                0.16255,                 2.5626,                 2.1598,                 2.1505,             0.00094111,             0.00094111,             0.00094111
                   1062,                 1.1491,                0.62116,                 1.1519,                0.46988,                0.35135,                 0.4203,                0.16255,                 2.5626,                 2.1598,                 2.1505,             0.00094011,             0.00094011,             0.00094011
                   1063,                 1.0694,                0.57019,                 1.1469,                0.48837,                0.37838,                0.43631,                0.16987,                 2.5545,                 2.1371,                 2.1633,             0.00093911,             0.00093911,             0.00093911
                   1064,                 1.1329,                0.61578,                 1.1829,                0.48889,                 0.3964,                0.42601,                0.16774,                 2.5449,                 2.1136,                  2.163,             0.00093811,             0.00093811,             0.00093811
                   1065,                 1.0917,                0.59939,                  1.177,                 0.4781,                0.37838,                0.41238,                0.16971,                 2.5345,                 2.1013,                 2.1554,             0.00093711,             0.00093711,             0.00093711
                   1066,                 1.0813,                0.60142,                 1.1392,                 0.4781,                0.37838,                0.41238,                0.16971,                 2.5345,                 2.1013,                 2.1554,             0.00093611,             0.00093611,             0.00093611
