                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    377,                 1.5156,                 1.0011,                 1.4589,                0.38158,                0.26126,                0.31967,                0.09892,                 2.7293,                 2.4214,                 2.2001,               0.001625,               0.001625,               0.001625
                    378,                  1.418,                0.91902,                  1.382,                0.38158,                0.26126,                0.31967,                0.09892,                 2.7293,                 2.4214,                 2.2001,               0.001624,               0.001624,               0.001624
                    379,                 1.4624,                0.93182,                 1.3653,                0.41693,                0.22523,                0.29824,                0.09335,                 2.7473,                 2.4403,                 2.2195,               0.001623,               0.001623,               0.001623
                    380,                 1.5312,                 0.9795,                 1.4144,                0.45175,                0.22523,                0.32657,                0.10469,                 2.7266,                 2.4763,                 2.1912,               0.001622,               0.001622,               0.001622
                    381,                 1.5226,                0.96531,                 1.4016,                0.45312,                0.26126,                0.34624,                0.11326,                 2.6885,                 2.4396,                 2.1621,               0.001621,               0.001621,               0.001621
                    382,                 1.3833,                 0.9445,                 1.3592,                0.45312,                0.26126,                0.34624,                0.11326,                 2.6885,                 2.4396,                 2.1621,                0.00162,                0.00162,                0.00162
                    383,                 1.4659,                 0.9096,                 1.3402,                0.42857,                0.24324,                0.33663,                 0.1139,                 2.6435,                 2.4579,                 2.1222,               0.001619,               0.001619,               0.001619
                    384,                 1.5163,                  0.989,                 1.4564,                0.45161,                0.25225,                0.34298,                0.11714,                 2.5985,                 2.4005,                 2.0873,               0.001618,               0.001618,               0.001618
                    385,                 1.4393,                0.91892,                 1.3627,                0.43939,                0.26126,                 0.3386,                0.11398,                 2.5964,                 2.3356,                 2.0918,               0.001617,               0.001617,               0.001617
                    386,                 1.5498,                0.97312,                 1.4337,                0.43939,                0.26126,                 0.3386,                0.11398,                 2.5964,                 2.3356,                 2.0918,               0.001616,               0.001616,               0.001616
                    387,                 1.5335,                0.98445,                 1.4393,                   0.45,                0.24324,                0.34371,                0.11246,                 2.5753,                 2.2878,                 2.0861,               0.001615,               0.001615,               0.001615
                    388,                 1.3649,                0.89828,                 1.3456,                0.40984,                0.22523,                0.31062,                0.10086,                 2.5813,                  2.266,                  2.099,               0.001614,               0.001614,               0.001614
                    389,                 1.4576,                0.94509,                 1.3563,                0.49153,                0.26126,                0.35742,                0.11079,                 2.5601,                 2.2214,                 2.0763,               0.001613,               0.001613,               0.001613
                    390,                  1.424,                0.92649,                 1.3844,                0.49153,                0.26126,                0.35742,                0.11079,                 2.5601,                 2.2214,                 2.0763,               0.001612,               0.001612,               0.001612
                    391,                 1.5442,                 1.0003,                 1.4616,                0.44068,                0.23423,                0.32342,                0.12175,                  2.487,                 2.2138,                 1.9882,               0.001611,               0.001611,               0.001611
                    392,                 1.4357,                0.95379,                 1.3506,                0.43333,                0.23423,                0.31851,                0.12924,                 2.4674,                 2.1727,                  1.937,                0.00161,                0.00161,                0.00161
                    393,                 1.5104,                  1.079,                 1.5226,                0.44336,                0.25225,                0.33498,                0.13649,                 2.4283,                 2.1601,                 1.9167,               0.001609,               0.001609,               0.001609
                    394,                 1.4937,                 0.9605,                 1.4522,                0.44336,                0.25225,                0.33498,                0.13649,                 2.4283,                 2.1601,                 1.9167,               0.001608,               0.001608,               0.001608
                    395,                 1.4334,                0.90362,                  1.397,                 0.4899,                0.24324,                0.34367,                0.13882,                 2.4688,                 2.1763,                 1.9493,               0.001607,               0.001607,               0.001607
                    396,                 1.3981,                 1.0045,                 1.4222,                0.47143,                 0.2973,                0.38932,                0.14394,                 2.4972,                 2.1593,                  1.981,               0.001606,               0.001606,               0.001606
                    397,                 1.4812,                0.95857,                  1.395,                0.47826,                 0.2973,                0.39902,                0.14032,                 2.5154,                 2.1549,                 2.0372,               0.001605,               0.001605,               0.001605
                    398,                 1.5022,                0.99119,                 1.4166,                0.47826,                 0.2973,                0.39902,                0.14032,                 2.5154,                 2.1549,                 2.0372,               0.001604,               0.001604,               0.001604
                    399,                 1.5093,                 0.9638,                 1.4056,                0.44928,                0.27928,                0.37167,                0.13272,                 2.5854,                  2.164,                 2.1267,               0.001603,               0.001603,               0.001603
                    400,                  1.514,                0.98884,                 1.4288,                0.43836,                0.28829,                0.37099,                0.13408,                 2.6098,                 2.1896,                 2.1638,               0.001602,               0.001602,               0.001602
                    401,                 1.4968,                0.98195,                 1.4412,                 0.4507,                0.28829,                 0.3768,                0.13842,                 2.5884,                 2.2145,                 2.1662,               0.001601,               0.001601,               0.001601
                    402,                 1.4387,                0.95677,                 1.4213,                 0.4507,                0.28829,                 0.3768,                0.13842,                 2.5884,                 2.2145,                 2.1662,                 0.0016,                 0.0016,                 0.0016
                    403,                  1.499,                 1.0057,                 1.4746,                0.45714,                0.28829,                0.38083,                0.14108,                 2.5946,                 2.2606,                 2.1711,               0.001599,               0.001599,               0.001599
                    404,                 1.4595,                0.96687,                 1.4061,                0.45244,                0.27928,                0.37007,                0.13638,                 2.5631,                 2.2917,                 2.1664,               0.001598,               0.001598,               0.001598
                    405,                 1.4836,                0.95492,                 1.4856,                0.44986,                0.27027,                0.36273,                0.13449,                 2.5979,                 2.3747,                 2.1904,               0.001597,               0.001597,               0.001597
                    406,                 1.4056,                 0.8919,                 1.3764,                0.44986,                0.27027,                0.36273,                0.13449,                 2.5979,                 2.3747,                 2.1904,               0.001596,               0.001596,               0.001596
                    407,                  1.566,                0.97323,                 1.4933,                0.45588,                0.27928,                0.36202,                0.12422,                 2.6668,                 2.5308,                 2.2211,               0.001595,               0.001595,               0.001595
                    408,                 1.4436,                0.85886,                 1.3468,                0.53904,                0.23423,                0.32862,                  0.103,                 2.7554,                 2.6098,                 2.2992,               0.001594,               0.001594,               0.001594
                    409,                 1.4815,                0.92363,                 1.3659,                0.47886,                0.23423,                0.31392,                0.10007,                 2.7673,                 2.6299,                 2.3312,               0.001593,               0.001593,               0.001593
                    410,                 1.4498,                 0.8699,                 1.3359,                0.47886,                0.23423,                0.31392,                0.10007,                 2.7673,                 2.6299,                 2.3312,               0.001592,               0.001592,               0.001592
                    411,                 1.3903,                0.92562,                 1.3689,                0.45307,                0.22523,                0.28928,                0.10397,                 2.7658,                 2.6428,                  2.342,               0.001591,               0.001591,               0.001591
                    412,                 1.4175,                0.86245,                 1.3798,                0.37852,                0.23423,                 0.2774,                0.10648,                 2.7647,                 2.6231,                 2.3308,                0.00159,                0.00159,                0.00159
                    413,                 1.4163,                0.86253,                 1.3376,                0.39437,                0.25225,                0.29106,                 0.1202,                 2.7372,                 2.6696,                 2.2892,               0.001589,               0.001589,               0.001589
                    414,                 1.5464,                 0.9762,                 1.5006,                0.39437,                0.25225,                0.29106,                 0.1202,                 2.7372,                 2.6696,                 2.2892,               0.001588,               0.001588,               0.001588
                    415,                  1.435,                0.91952,                 1.3922,                 0.3913,                0.24324,                0.29368,                0.12246,                 2.7155,                 2.6229,                 2.2714,               0.001587,               0.001587,               0.001587
                    416,                 1.4086,                 0.8755,                 1.3429,                0.45455,                0.27027,                0.34004,                0.13385,                 2.7081,                 2.5838,                 2.2612,               0.001586,               0.001586,               0.001586
                    417,                 1.4987,                0.96582,                 1.4649,                0.44444,                0.28829,                0.34986,                0.13601,                 2.7113,                 2.5372,                 2.2631,               0.001585,               0.001585,               0.001585
                    418,                 1.4902,                0.93313,                   1.39,                0.44444,                0.28829,                0.34986,                0.13601,                 2.7113,                 2.5372,                 2.2631,               0.001584,               0.001584,               0.001584
                    419,                 1.4005,                0.92456,                  1.394,                0.42667,                0.28829,                0.34511,                  0.129,                 2.6937,                 2.5318,                 2.2668,               0.001583,               0.001583,               0.001583
                    420,                 1.4364,                0.98788,                  1.458,                 0.4528,                0.27928,                0.32266,                0.11879,                 2.6809,                 2.5377,                 2.2642,               0.001582,               0.001582,               0.001582
                    421,                 1.4729,                 1.0658,                 1.4821,                0.35714,                0.27027,                0.27543,                0.10696,                 2.6757,                 2.5168,                 2.2698,               0.001581,               0.001581,               0.001581
                    422,                 1.3516,                0.86422,                 1.3008,                0.35714,                0.27027,                0.27543,                0.10696,                 2.6757,                 2.5168,                 2.2698,                0.00158,                0.00158,                0.00158
                    423,                 1.4384,                 0.9022,                 1.4136,                 0.4008,                0.31532,                0.31882,                0.11215,                 2.6411,                 2.5197,                 2.2363,               0.001579,               0.001579,               0.001579
                    424,                 1.4335,                0.96511,                 1.4157,                0.42306,                0.33333,                0.35032,                  0.116,                 2.6387,                 2.4405,                 2.2577,               0.001578,               0.001578,               0.001578
                    425,                 1.5083,                0.91392,                 1.4124,                0.42658,                0.33333,                0.34216,                0.11403,                 2.6565,                 2.3686,                 2.3024,               0.001577,               0.001577,               0.001577
                    426,                 1.4854,                0.94145,                 1.4107,                0.42658,                0.33333,                0.34216,                0.11403,                 2.6565,                 2.3686,                 2.3024,               0.001576,               0.001576,               0.001576
                    427,                 1.3964,                0.93353,                 1.3901,                0.41489,                0.35135,                0.36279,                0.12544,                 2.6901,                 2.3525,                 2.3272,               0.001575,               0.001575,               0.001575
                    428,                 1.3468,                0.87745,                 1.3669,                0.49072,                0.30631,                0.36545,                0.12024,                 2.7244,                 2.3215,                 2.3466,               0.001574,               0.001574,               0.001574
                    429,                  1.442,                0.96301,                  1.413,                0.45882,                0.35135,                0.38002,                0.12732,                 2.7215,                 2.3043,                  2.325,               0.001573,               0.001573,               0.001573
                    430,                 1.3804,                0.92539,                 1.4102,                0.45882,                0.35135,                0.38002,                0.12732,                 2.7215,                 2.3043,                  2.325,               0.001572,               0.001572,               0.001572
                    431,                 1.3771,                0.87902,                 1.4277,                0.41573,                0.33333,                0.34738,                0.12385,                 2.6738,                 2.3639,                 2.2631,               0.001571,               0.001571,               0.001571
                    432,                 1.4264,                0.90581,                 1.4106,                0.40449,                0.32432,                0.34135,                0.12597,                  2.621,                 2.3851,                 2.1917,                0.00157,                0.00157,                0.00157
                    433,                 1.3708,                0.91021,                 1.3134,                0.37363,                0.30631,                0.31172,                0.11904,                 2.5767,                 2.3346,                  2.141,               0.001569,               0.001569,               0.001569
                    434,                  1.343,                0.87627,                 1.3339,                0.37363,                0.30631,                0.31172,                0.11904,                 2.5767,                 2.3346,                  2.141,               0.001568,               0.001568,               0.001568
                    435,                 1.3948,                0.87736,                 1.3589,                0.38202,                0.30631,                0.32813,                0.11851,                 2.5749,                 2.3292,                 2.1425,               0.001567,               0.001567,               0.001567
                    436,                 1.4082,                 0.9331,                 1.3596,                0.39326,                0.31532,                 0.3303,                0.12213,                   2.62,                 2.2962,                  2.166,               0.001566,               0.001566,               0.001566
                    437,                 1.3792,                0.85917,                 1.3381,                0.37209,                0.28829,                0.32641,                0.11862,                 2.6194,                 2.2584,                 2.1431,               0.001565,               0.001565,               0.001565
                    438,                 1.5242,                0.91158,                 1.3706,                0.37209,                0.28829,                0.32641,                0.11862,                 2.6194,                 2.2584,                 2.1431,               0.001564,               0.001564,               0.001564
                    439,                 1.3306,                0.78783,                 1.2965,                  0.375,                 0.2973,                0.32135,                0.12752,                 2.6321,                 2.2541,                 2.1391,               0.001563,               0.001563,               0.001563
                    440,                 1.4342,                0.90568,                 1.3944,                0.39759,                 0.2973,                0.32931,                0.13151,                 2.6284,                 2.2768,                 2.1212,               0.001562,               0.001562,               0.001562
                    441,                 1.3724,                0.87546,                 1.3453,                0.44872,                0.31532,                 0.3648,                0.13347,                 2.6435,                 2.2456,                 2.1406,               0.001561,               0.001561,               0.001561
                    442,                 1.4564,                0.92207,                 1.4148,                0.44872,                0.31532,                 0.3648,                0.13347,                 2.6435,                 2.2456,                 2.1406,                0.00156,                0.00156,                0.00156
                    443,                 1.3976,                0.86849,                 1.3882,                0.50877,                0.26126,                0.37701,                0.14487,                 2.6677,                 2.2588,                 2.1527,               0.001559,               0.001559,               0.001559
                    444,                 1.5028,                0.91482,                 1.4232,                0.59507,                0.26126,                0.41833,                0.14498,                 2.6801,                 2.3402,                 2.1732,               0.001558,               0.001558,               0.001558
                    445,                  1.478,                0.88198,                 1.3928,                0.69565,                0.28829,                0.47832,                0.16805,                 2.6397,                 2.3905,                 2.1593,               0.001557,               0.001557,               0.001557
                    446,                 1.3679,                0.92531,                 1.3729,                0.69565,                0.28829,                0.47832,                0.16805,                 2.6397,                 2.3905,                 2.1593,               0.001556,               0.001556,               0.001556
                    447,                 1.3859,                0.87253,                 1.3743,                0.68889,                0.27928,                0.47568,                0.17193,                 2.6013,                 2.4206,                 2.1561,               0.001555,               0.001555,               0.001555
                    448,                 1.3859,                 0.8993,                 1.4259,                0.62745,                0.28829,                0.43789,                0.18268,                 2.5678,                  2.462,                 2.1311,               0.001554,               0.001554,               0.001554
                    449,                 1.3449,                0.85191,                 1.3517,                0.56364,                0.27928,                0.40254,                0.16454,                 2.5701,                 2.5459,                 2.1344,               0.001553,               0.001553,               0.001553
                    450,                 1.3632,                0.82918,                 1.3195,                0.56364,                0.27928,                0.40254,                0.16454,                 2.5701,                 2.5459,                 2.1344,               0.001552,               0.001552,               0.001552
                    451,                 1.4435,                0.88123,                 1.4078,                0.53333,                0.28829,                0.39507,                 0.1491,                 2.5986,                 2.5987,                 2.1795,               0.001551,               0.001551,               0.001551
                    452,                 1.4634,                0.96301,                 1.4543,                0.48387,                0.27027,                0.36747,                0.13183,                 2.6234,                 2.5835,                 2.1996,                0.00155,                0.00155,                0.00155
                    453,                   1.43,                0.85331,                 1.3791,                0.48656,                0.27027,                0.36322,                0.13005,                  2.647,                 2.6113,                 2.2024,               0.001549,               0.001549,               0.001549
                    454,                 1.3712,                0.85055,                 1.3846,                0.48656,                0.27027,                0.36322,                0.13005,                  2.647,                 2.6113,                 2.2024,               0.001548,               0.001548,               0.001548
                    455,                 1.4534,                0.85283,                 1.4262,                0.49999,                0.26126,                0.34064,                0.12867,                 2.6503,                 2.5239,                 2.2005,               0.001547,               0.001547,               0.001547
                    456,                 1.4464,                0.86629,                 1.3857,                0.47263,                0.27027,                0.33115,                0.13024,                 2.6567,                 2.4528,                 2.1776,               0.001546,               0.001546,               0.001546
                    457,                  1.402,                0.92342,                 1.3969,                0.41763,                0.28829,                0.32533,                0.13308,                 2.6252,                 2.3437,                 2.1196,               0.001545,               0.001545,               0.001545
                    458,                 1.3049,                0.83973,                 1.3576,                0.41763,                0.28829,                0.32533,                0.13308,                 2.6252,                 2.3437,                 2.1196,               0.001544,               0.001544,               0.001544
                    459,                 1.4191,                0.86318,                    1.3,                0.38372,                 0.2973,                0.32423,                0.13561,                 2.6088,                 2.3112,                 2.0798,               0.001543,               0.001543,               0.001543
                    460,                 1.4074,                0.88287,                 1.3162,                0.35484,                 0.2973,                 0.3073,                0.12184,                 2.6294,                 2.2905,                 2.1073,               0.001542,               0.001542,               0.001542
                    461,                 1.3421,                0.85431,                 1.3385,                   0.33,                 0.2973,                 0.2946,                0.11342,                 2.6623,                 2.3407,                 2.1246,               0.001541,               0.001541,               0.001541
                    462,                 1.3993,                0.89706,                 1.3242,                   0.33,                 0.2973,                 0.2946,                0.11342,                 2.6623,                 2.3407,                 2.1246,                0.00154,                0.00154,                0.00154
                    463,                 1.3651,                0.82212,                 1.3052,                0.36631,                0.27928,                0.29284,                0.11909,                 2.6467,                 2.3717,                 2.1192,               0.001539,               0.001539,               0.001539
                    464,                 1.4204,                0.87228,                 1.3269,                0.39168,                0.27928,                0.27287,                0.11721,                 2.5993,                 2.4222,                 2.0914,               0.001538,               0.001538,               0.001538
                    465,                 1.3747,                0.86196,                 1.2913,                0.41061,                0.27027,                0.28438,                0.11445,                 2.5874,                 2.4709,                 2.0703,               0.001537,               0.001537,               0.001537
                    466,                  1.357,                0.83616,                 1.2774,                0.41061,                0.27027,                0.28438,                0.11445,                 2.5874,                 2.4709,                 2.0703,               0.001536,               0.001536,               0.001536
                    467,                 1.3513,                0.84432,                 1.3231,                0.42762,                0.27928,                0.30735,                0.11958,                  2.621,                 2.4843,                 2.0863,               0.001535,               0.001535,               0.001535
                    468,                 1.2872,                0.81259,                 1.2958,                0.39628,                0.27928,                0.30607,                0.11667,                 2.6517,                 2.4744,                 2.0978,               0.001534,               0.001534,               0.001534
                    469,                 1.3419,                 0.8479,                 1.3253,                0.37505,                0.24324,                0.29141,                0.10686,                 2.7035,                 2.4659,                 2.1447,               0.001533,               0.001533,               0.001533
                    470,                 1.4288,                0.93829,                 1.3769,                0.37505,                0.24324,                0.29141,                0.10686,                 2.7035,                 2.4659,                 2.1447,               0.001532,               0.001532,               0.001532
                    471,                 1.3759,                0.86411,                  1.363,                0.34247,                0.22523,                0.28334,                0.10506,                 2.7332,                 2.4437,                 2.1611,               0.001531,               0.001531,               0.001531
                    472,                 1.4401,                0.91909,                 1.4317,                0.52534,                0.20721,                0.30713,                0.11142,                 2.7044,                 2.3904,                  2.136,                0.00153,                0.00153,                0.00153
                    473,                 1.4235,                 0.8617,                 1.3819,                0.40909,                0.24324,                0.32408,                0.12278,                 2.6629,                 2.3293,                 2.1121,               0.001529,               0.001529,               0.001529
                    474,                 1.4222,                0.90915,                 1.3827,                0.40909,                0.24324,                0.32408,                0.12278,                 2.6629,                 2.3293,                 2.1121,               0.001528,               0.001528,               0.001528
                    475,                 1.5549,                 0.8871,                 1.4869,                0.50453,                0.25225,                0.33568,                0.12921,                 2.5853,                 2.2992,                  2.062,               0.001527,               0.001527,               0.001527
                    476,                 1.5549,                0.89885,                 1.4319,                    0.4,                0.27027,                 0.3194,                0.11925,                 2.5425,                 2.3066,                 2.0305,               0.001526,               0.001526,               0.001526
                    477,                 1.5454,                0.92592,                 1.4755,                0.41429,                0.26126,                0.32487,                0.13042,                 2.5239,                 2.3098,                 2.0176,               0.001525,               0.001525,               0.001525
                    478,                 1.4324,                0.94402,                 1.4688,                0.41429,                0.26126,                0.32487,                0.13042,                 2.5239,                 2.3098,                 2.0176,               0.001524,               0.001524,               0.001524
                    479,                 1.3283,                 0.8184,                 1.2893,                0.41275,                0.26126,                 0.3177,                0.13079,                 2.5274,                 2.2891,                 2.0158,               0.001523,               0.001523,               0.001523
                    480,                 1.3922,                0.85835,                 1.3704,                0.37948,                0.25345,                0.31735,                0.12536,                 2.5775,                 2.2779,                  2.064,               0.001522,               0.001522,               0.001522
                    481,                 1.4232,                0.88606,                 1.3538,                0.38889,                0.25225,                0.31188,                0.12823,                 2.5881,                 2.2511,                 2.0676,               0.001521,               0.001521,               0.001521
                    482,                 1.4854,                0.97168,                 1.4051,                0.38889,                0.25225,                0.31188,                0.12823,                 2.5881,                 2.2511,                 2.0676,                0.00152,                0.00152,                0.00152
                    483,                 1.3539,                0.88779,                 1.3281,                0.42386,                0.25225,                0.30616,                0.12561,                 2.5428,                 2.1948,                 2.0404,               0.001519,               0.001519,               0.001519
                    484,                 1.3821,                0.87672,                 1.3433,                0.46053,                0.31532,                0.36609,                0.13864,                 2.4721,                 2.1655,                 1.9924,               0.001518,               0.001518,               0.001518
                    485,                  1.411,                0.89543,                 1.3511,                0.49275,                0.30631,                 0.3866,                0.15231,                 2.4227,                 2.1698,                 1.9546,               0.001517,               0.001517,               0.001517
                    486,                 1.4665,                0.88491,                 1.4037,                0.49275,                0.30631,                 0.3866,                0.15231,                 2.4227,                 2.1698,                 1.9546,               0.001516,               0.001516,               0.001516
                    487,                 1.4567,                0.91859,                  1.388,                0.44801,                0.26126,                0.36488,                0.15056,                 2.4188,                 2.2113,                 1.9451,               0.001515,               0.001515,               0.001515
                    488,                 1.4245,                0.90714,                 1.3879,                0.46667,                0.25225,                0.37219,                0.15461,                  2.459,                 2.2188,                 1.9689,               0.001514,               0.001514,               0.001514
                    489,                 1.3569,                0.83574,                 1.3516,                0.46429,                0.23423,                0.36099,                0.14846,                 2.5416,                  2.239,                 2.0294,               0.001513,               0.001513,               0.001513
                    490,                 1.3385,                0.80199,                 1.3405,                0.46429,                0.23423,                0.36099,                0.14846,                 2.5416,                  2.239,                 2.0294,               0.001512,               0.001512,               0.001512
                    491,                 1.3517,                0.85898,                 1.2875,                 0.4898,                0.21622,                 0.3568,                0.14272,                 2.6208,                 2.2633,                 2.0897,               0.001511,               0.001511,               0.001511
                    492,                 1.4028,                 0.8296,                 1.3193,                    0.5,                0.22523,                0.36924,                 0.1497,                 2.6625,                 2.2753,                  2.123,                0.00151,                0.00151,                0.00151
                    493,                  1.322,                0.80015,                 1.3301,                0.56818,                0.22523,                0.39002,                0.15944,                 2.6763,                 2.3247,                 2.1192,               0.001509,               0.001509,               0.001509
                    494,                 1.2901,                0.84721,                 1.3643,                0.56818,                0.22523,                0.39002,                0.15944,                 2.6763,                 2.3247,                 2.1192,               0.001508,               0.001508,               0.001508
                    495,                 1.3801,                0.82176,                 1.3135,                   0.55,                 0.1982,                0.37689,                 0.1646,                 2.6255,                 2.3728,                 2.0791,               0.001507,               0.001507,               0.001507
                    496,                 1.2935,                0.79854,                 1.3319,                  0.575,                0.20721,                0.38918,                0.17034,                 2.5871,                 2.3847,                 2.0742,               0.001506,               0.001506,               0.001506
                    497,                 1.4634,                0.92647,                  1.427,                0.66667,                0.27027,                0.45205,                0.16842,                 2.5722,                  2.355,                 2.0776,               0.001505,               0.001505,               0.001505
                    498,                 1.3473,                0.81467,                 1.3485,                0.66667,                0.27027,                0.45205,                0.16842,                 2.5722,                  2.355,                 2.0776,               0.001504,               0.001504,               0.001504
                    499,                 1.3474,                 0.8524,                 1.3271,                0.65306,                0.28829,                0.45255,                0.16303,                   2.57,                 2.2887,                 2.0959,               0.001503,               0.001503,               0.001503
                    500,                 1.2968,                0.78872,                 1.3429,                0.60656,                0.33333,                0.44749,                0.14921,                 2.5867,                 2.2527,                 2.1183,               0.001502,               0.001502,               0.001502
                    501,                  1.435,                0.81023,                 1.3985,                0.50704,                0.32432,                0.39608,                0.13096,                 2.6379,                 2.2196,                 2.1532,               0.001501,               0.001501,               0.001501
                    502,                 1.3084,                0.81742,                 1.3447,                0.50704,                0.32432,                0.39608,                0.13096,                 2.6379,                 2.2196,                 2.1532,                 0.0015,                 0.0015,                 0.0015
                    503,                  1.336,                0.81844,                 1.3636,                0.44759,                 0.2973,                0.35652,                0.11734,                 2.6385,                 2.2181,                 2.1446,              0.0014991,              0.0014991,              0.0014991
                    504,                 1.4478,                0.89154,                 1.4386,                0.42842,                0.28829,                0.34055,                0.11646,                 2.5867,                 2.2328,                 2.0961,              0.0014981,              0.0014981,              0.0014981
                    505,                 1.3415,                0.85158,                 1.3603,                0.46154,                0.32432,                0.36288,                0.13241,                 2.5091,                 2.2044,                 2.0291,              0.0014971,              0.0014971,              0.0014971
                    506,                 1.2487,                0.79631,                 1.2652,                0.46154,                0.32432,                0.36288,                0.13241,                 2.5091,                 2.2044,                 2.0291,              0.0014961,              0.0014961,              0.0014961
                    507,                  1.468,                0.91896,                 1.4616,                0.43056,                0.27928,                 0.3286,                0.12894,                 2.4485,                 2.2173,                 1.9801,              0.0014951,              0.0014951,              0.0014951
                    508,                 1.4185,                0.88525,                 1.3857,                0.46032,                0.26126,                0.33662,                 0.1349,                 2.4464,                 2.1902,                 1.9497,              0.0014941,              0.0014941,              0.0014941
                    509,                 1.5495,                 1.0012,                 1.5013,                0.44444,                0.25225,                 0.3284,                 0.1404,                 2.4668,                 2.2273,                 1.9433,              0.0014931,              0.0014931,              0.0014931
                    510,                 1.4368,                0.85323,                 1.3812,                0.44444,                0.25225,                 0.3284,                 0.1404,                 2.4668,                 2.2273,                 1.9433,              0.0014921,              0.0014921,              0.0014921
